"Accuracy","KERF_Sum","KERF_Multi","KERF_Duration","Age","Sex","Scanner","Medication_Load"
-0.0988041157860347,-0.287544211808965,-1.5019109952539,-2.44658645890212,3.61355158806516,-2.31505325080614,-0.30935430884378,-2.09837928567516
-0.0545775914517863,0.391972268455004,-0.256157143713033,0.93710468826299,0.614064626158512,0.18862730251418,-0.206811882849595,-0.112016264616631
-0.062576228716233,0.320623671855445,-1.70350607773478,0.954899441508981,-1.33251320934152,3.98261604679146,2.70552461548034,-1.26742806246645
-0.036353686209704,0.561062023510174,2.89081821504425,-1.65971194482017,2.70722408802951,-0.986992563909519,-0.292174925913423,0.948730304582993
-0.0937289448065328,1.40873932375899,0.64153984461717,-2.4015490584154,-1.4660673489898,-0.0439936832230532,0.155660230005677,-0.161623117726573
-0.0661617663760272,-1.56931396846346,-1.89936661514654,-0.144588198735407,-2.23864406077629,9.72878865252957,-0.440731051944766,-2.03805187563352
0.0217741002265898,-0.532073165044655,1.26922010963347,-0.55188824676422,2.86971927338393,4.62910517855472,-0.0782055940636024,2.68524450843839
-0.0611525147659813,2.63061688808772,3.25049523758272,-1.1629662057944,-2.11737768260764,-1.74467206681073,-0.210987244106639,-0.509163798701072
-0.0482520659809518,7.77802632988419,-2.0144010135846,-1.53701824532475,-1.94043458101916,0.133904238931775,-0.0455641483433748,-2.19381312632195
-0.0674975309289092,2.07677298375039,-2.44941652162317,-1.69490629120435,4.65379095856424,-0.694349659935684,-0.0414103598515008,-1.03566561550251
-0.000342703124036392,9.33981151811874,-0.874182974423191,-0.908314206487072,3.16387263773014,-1.16135430110441,0.271987141837355,-1.97827647121284
-0.110078177835917,-2.33840101563184,-1.13597375064251,-2.54962315634151,-0.0145222732324995,-1.38333199019166,-0.754346343327082,0.255775072131359
-0.0654129112596435,-0.12567962956461,-0.988897453461541,-0.0855920850022314,-2.63738155941543,2.74033167043304,-0.233605785956065,-1.37459886110509
-0.0582100950349376,0.415272829899569,2.19725552155564,-1.74462165017491,2.0688643928487,0.132286808746434,0.034153902558358,-0.540518752736701
-0.0923959378050538,-1.20109153339061,-0.728352381796746,-0.843152033297854,1.5946823111168,-1.09141652870498,1.78028760876738,-0.778700866635302
-0.0615992105612579,-0.450021489638048,0.948894017660504,2.45865306988148,1.314230835015,-0.00425716992750297,-0.776477330966189,-1.96715665631062
-0.0760144979368464,3.52524043257228,-2.44811820896112,0.546555527424713,-4.63817258761292,-1.37559113637594,-0.40956627530223,-0.714568559021559
-0.037836850628153,-0.289781690072859,2.66945480432077,0.535904286343223,-0.656124326878958,0.291155942985415,-0.239349946033616,3.55615731058761
-0.061988002689717,-0.0924895635683469,0.745016975706688,0.421745478189597,-3.38550856542251,3.18751395500758,-0.15190397190033,-2.85096478927358
-0.0739853121727312,1.99056822952703,1.73501983160636,-0.285526249146279,-2.13145336987627,-1.18462244095058,0.245460504137879,1.27197601451889
