"Accuracy","KERF_Sum","KERF_Multi","KERF_Duration","Age","Sex","Scanner","Medication_Load","BSI_GSI","BDI.II_Sum","PCL_5_Sum","SSD.12_Sum","FDS_DES_Sum"
-0.0285927381270989,3.43993630083387e-05,-0.000478485733377983,-0.000425055798947806,0.000924963146275894,-0.00113772180499823,-0.000288470658851981,0.00435773174928814,-0.000439106284001495,-0.000531548947490036,0.0256307716558299,-0.00317858552218719,-0.00274923451123484
0.00615678616808701,-0.00122405600390957,-0.00165417022894088,-0.00120534520135475,-0.00211373571769947,0.0266963224701812,-0.00020639893448565,-0.00257234112352517,0.00224007499712721,0.0174282989668809,-0.00232842711618982,-0.00393768749523437,-0.00186178501534587
-0.122632457119623,0.00156121874293382,-1.65382564260734e-05,-0.00366284477477986,-0.00238226434315213,0.00116470571984133,0.00127189152760487,-0.00319198657652087,-0.0032819334194156,-0.00390645291554798,-0.00412093465360705,-0.0030039134028123,-0.00719022389474295
-0.131842128197911,-0.00249674727631515,-0.00322628345545525,-0.00741481650354647,-0.00423058473415632,-0.00241698900188149,-0.000423177505328897,-0.000190899484711718,-0.000963344438912588,-0.000583958053350576,-0.00228824093306798,-0.00249709236801367,-0.00370687966478198
-0.115850793734769,-0.00329608239820025,-0.00153373058783592,-0.00352017653868572,0.00292427965327632,0.00442097322066048,-0.000830399120626476,-0.0042638432565855,-0.00162627389188122,0.00457480834617219,-0.00515433694838121,-0.00341401698530367,-0.00471504172603007
-0.0775417874146811,0.00547381686031911,-0.000554971136994698,-0.00415247188294732,0.0013271228239006,-0.000897725721621431,-0.000521232825997621,-0.00331160377112252,0.00159618766297151,-0.00285323997705229,-0.00241523364115079,-0.00199596513977201,0.0148611201157591
-0.0610204811145567,0.00746457634971749,-0.00204449074567824,0.00958505218141579,0.00473145921761647,0.00856981441043209,-0.000896512947277947,-0.000508037766399091,-0.00288014931317728,-0.00464746826649431,-0.00177300722780578,-0.00244873297139738,-0.00402387766165448
-0.0646161781679724,0.000729220337085563,0.000777165146980369,-0.000948846621953903,0.00356552873430618,0.00219586914356895,-0.00131108899526958,-0.00194325851388085,-0.00219025416156292,-0.00212565835506262,-0.00322273490054387,-0.00171344448475296,-0.000631211322459469
-0.111314288738023,-0.00464097286361666,-0.0011093130515442,-0.00211354487201907,-0.0018400910720841,-0.000620559814534197,-0.000421327741586045,-0.00377796867961232,-0.00243818060175903,-0.00152088328294034,-0.0035188367474495,0.00266238562698237,-0.00295261808972412
-0.0905394917798792,-0.00144566468862117,-0.00232264092754798,-0.00371984210307851,-0.00189407218085692,-0.00137401982618657,-0.000862694158281046,-0.00117539198337509,-0.00248964046304959,-0.000837674843497821,-0.00122720286250572,0.0085174044162689,-0.00360369457083766
-0.0729300682019931,0.00148321728027197,-0.00199328597431849,0.00562108100945079,0.000805516247160938,-0.00457418612338363,-0.000679033364390377,0.00112374317740839,0.00319265032224665,-0.00251030991141411,0.00232826475023367,-0.00623040001287895,-0.000350392912271531
-0.071163492052984,-0.000575546158395637,-0.000971375131803083,-0.00302732207045318,-0.000144987298413365,-0.003402600159422,-0.00182232256583784,-0.00244759739240014,-0.00619045614200231,0.000440179603010777,-0.00356994933247481,0.00722725468653074,0.00443030487594649
-0.12648991924221,-0.000468653773629351,-0.00161660677665459,-0.00550121001340249,-0.00225476012688961,-0.00538441293428946,-0.000923780200043253,-0.00435541759854899,-0.0053221288854101,-0.0081694485778011,-3.0891913332309e-05,-0.00657844096067001,-0.00119628941971868
-0.0218064163877938,-0.000187575736103864,0.00108915980157671,-0.00204532194590511,0.0141407837817382,0.00432659672172385,0.000301884651000506,0.0116169116067138,1.53176084658588e-05,-0.00227697649368639,0.000442604527796903,-0.00403220722781191,0.000689170146166649
-0.0942984216587222,-0.000525206515716774,-0.000771927672784989,0.0035531748065531,-0.00437802387034436,-0.00342704282164637,-0.00296293487175915,-0.00216820904325269,-0.000581670083549863,-0.00495274271362059,0.00093795138866473,-0.0018065616320645,0.00429204516348478
-0.114788840619088,-0.00267503528424775,-0.00468196387527932,-0.00429472015296564,-0.00138366414406833,-0.00205853308708313,-0.00021930172949532,0.00194520012895471,0.00030224651794823,0.00111762429081049,0.00147393773467997,-0.00877771612719563,-0.00135533260254586
-0.0453642283414513,-0.00185445356579718,0.00348105556724368,-0.000510904194880504,0.00205434321474525,0.00204971524487098,-0.000380236229774783,-0.000993263799339571,0.00319118323987059,-0.000827802215073966,0.00871889716019932,-0.003271174445959,6.09260884433502e-05
-0.0829104570192016,-0.00258323167699098,-0.00180612648038102,-0.00176969854583626,-0.00188433436001177,-0.00221413435529707,0.00648598079915243,0.00349438521558655,0.00231231990963985,0.00851663999744114,-0.00209491434670346,-0.00900850462252679,-0.00122361294430691
-0.0699783242636109,-0.000463585766015936,-0.00078031295965704,4.32996390100526e-05,-0.00381645589152985,-0.00528113129418055,0.000202299903889808,-0.00358487192866586,0.00555650969655754,0.00141730718472125,-0.00312890091017479,-0.00429442556573978,0.0125146205250168
-0.0593124912366034,0.00136549300103969,-0.00202009548359081,0.00265753493767432,0.00350860587944939,0.000878109900099969,-0.000110327221696968,0.00131777869880833,-0.000544837106340013,-0.00125272624618029,-0.0031110176282419,0.00655998675566051,-0.00316499947624664
-0.0817342231438334,-0.00248710173437417,0.00158749215017547,0.0101237875806155,-0.00444085967831827,-0.00116692769241897,-0.000303507507499419,-7.29011719137265e-05,-0.0038407930846944,0.000253337578435345,0.0009226156567848,-0.00353289057083113,0.000229189808435107
-0.0676798544975463,0.00206808924102703,0.000368589886703768,-0.00226674223818319,-0.00243475827862775,0.00665050187445571,-0.00248265641721562,0.00458425607538961,-0.00236496535223482,-0.00190982168626142,-0.000586847103015933,-0.00255339058393339,0.00304106542896976
-0.033001384614328,-0.00135936261632886,-0.000833501657085094,0.00507137313992277,0.00641705447265259,-0.00164791607010126,-0.000789644790282651,-0.000819032612082355,-0.000727984061274006,-0.00253687434463364,-0.00369924443260573,0.0216120784751228,0.000835231818227494
-0.10367670236307,-0.00522534289727266,0.00286800251997575,-0.00245622526131497,-0.00278705250825103,-0.00367444878037102,-0.00110428245390017,-0.0042402212384135,-0.00163474375701268,0.00168337799413321,0.0024133327620005,-0.00107140811821515,0.000105287872700641
-0.11267288730589,0.000379135180398326,-0.000928147221780598,0.00381056508547387,-0.00755566461878176,-0.00133150813239223,-0.00148773807766337,-0.00454171814850885,-0.00291028947880164,-0.00159521593932292,-0.00200981274580935,-1.61204953769445e-05,-0.00314752631956833
-0.0401772627460915,0.00251316686389666,0.00590446582398138,-0.00162979407847226,0.00267352902013518,-0.00311053783674679,0.000271829047381363,-0.00269642878050748,-0.0024288901528432,-0.00266225846373049,0.00931701528317819,-0.00258850143136291,0.0113511428077728
-0.0682797520986798,0.00533028650170766,0.0101281815940752,0.00793221663855897,-0.00300580276188052,-0.00190661053159007,-0.00202371345228394,-0.00153579367931546,-0.00208139646238738,-0.00325460731743932,-0.00106906541027976,-0.00232851417246446,0.000764960151089304
-0.0325324033235479,0.0116654143233307,0.000450351933948194,0.0214413461652749,-0.00338368365107559,-0.000684256209035083,0.00226966679961952,-0.00429781224840077,-0.00129865933178897,-0.00486662942513871,-0.00167163196562454,-0.0028446707564339,0.00687870638850875
0.0257583743836249,-0.00269247433496266,0.0102416670176021,0.0195584739397703,0.00270757173758551,-0.00297885428758094,-0.00072545375335006,0.0011134745199833,-0.00115568401566872,-0.00298557137694563,-0.000440915762662216,0.0214366130161652,0.00250202313083057
-0.116531760581538,-0.00216297894408758,-0.00320845532841699,-0.00351481632685823,-0.00342823223074508,-0.00155636397629008,-0.00224393407011848,-0.00172396051496962,-0.00406767992609418,0.00239569510305368,0.00263335966644476,-0.00518045800960785,0.000105827582841989
-0.0673548451784218,-0.00163331437484365,-0.00045072214057826,0.00221817406309297,-0.00433688874784874,-0.000585144823351461,0.00016767178001221,0.00170063813892425,0.00112402441843924,-0.0021989686577143,0.0105168733345469,0.00998399950500608,-0.000895173765241865
-0.083182145389326,0.00388459753082346,0.00235001678396187,-0.000391406229560008,-0.000800447065544099,-0.00262389506281929,-0.000327563814531557,-0.0031413388688356,-0.0021119138164569,-0.00413364801355701,-0.00366343359178437,-0.000914861182368407,0.00296970960137001
-0.0766292056991971,0.000253674769663847,0.0020862420178757,-0.00033094323223415,-0.00237757456702666,-0.00124145381269858,0.00287068533960853,-0.000695517352165389,0.0038083751977754,-0.001575831515112,-0.000908095799719568,-0.00274176416337395,-0.000691215792353055
-0.0906322797450383,-0.00205080146736818,-0.00359317460161628,-0.000684154041531593,-0.00217012044067386,-0.00283660977396015,1.86157206745722e-05,-0.00363853571923884,2.7136734359807e-05,0.00172129358666671,0.00505710782015718,-0.00288771366817219,-0.00384039281524151
-0.0214927703810097,0.00571357313283959,0.00552769473134339,-0.000634063187807137,-0.00124048541545752,-0.00582819278421191,-0.00091232707120269,0.00117531252634414,0.00195155214199669,0.00858497294662047,-0.00311023461195261,-0.000738396840093098,0.0196172474539836
-0.127204936380889,-0.000354561127694115,-0.00142584495052439,-0.00662750451896828,-0.00120555457173398,-0.000826010415472236,0.000776690150345607,0.00306284516166823,-0.00502256967999245,-0.00369011905995818,-0.00258513674512687,-0.00663176169705544,-9.28123042298623e-05
-0.0255614139466802,0.00112195875853589,0.00352504224995329,-0.00205520923833709,-0.00241942784648771,0.00277204740358097,-0.000455378558554662,-0.00244308522384645,-0.000669347307534406,-0.00248675308749321,-0.00214880697933365,-0.00266331382416908,0.0180592304279529
-0.102638504634491,-0.000576041551058737,0.00197560583945538,0.00337328525068706,-0.00377169351924349,-0.00167834390058059,-0.000391122694849234,-0.00523240244608833,-0.00161276378904019,-0.001786746122636,-0.00353275981039567,-0.00534628757241814,0.000137658383783166
-0.0509225156129118,0.00022809193376829,-0.000414823686295874,-0.00240893183352442,-0.00308226619711604,-0.00576416669929181,-6.09251569630147e-05,-0.00359295679599047,-0.00096729091379205,-0.00336290122574369,-0.00455448939514208,0.035334708664026,-0.00489696403869475
-0.079580408092278,-0.00276618307254277,-0.0023324108139206,-0.00206076490370909,-0.00263528056951107,0.00594761207737149,-0.000978782696394684,-0.00390900036165801,0.00167586043774331,-0.00434827043267915,0.000238779273069731,0.00154944906313616,0.0029409747778761
-0.0529816079646213,0.00700428569306587,0.000163685227331702,0.00156314834904845,-0.00298111373613508,-0.0026638174458274,0.00158918405174306,0.00595914914988215,-0.00124405305345465,-0.000854940822309794,-0.000737745496791161,0.00479797229016847,0.000307722205756399
-0.0326020286095301,0.0183025150780989,0.000381162513311795,-0.000794589670698461,0.00554590168866697,0.000407187648535834,-8.02957147494941e-05,0.00773524342603099,-0.000670386734522139,-0.00234147329531396,-0.00172224864634481,-0.00404640774519156,0.00147981525856352
