"Accuracy","KERF_Sum","KERF_Multi","KERF_Duration","Age","Sex","BSI_GSI","BDI.II_Sum","PCL_5_Sum","SSD.12_Sum","FDS_DES_Sum"
-0.100202712193636,-4.86580392167657e-06,-0.00195484627812454,-0.00219487971681719,0.00224452359637922,-0.0010125039735601,-0.00165872460281826,-0.00404227645693648,-0.00475029779795524,-0.00703218608058921,0.0217410557779102
-0.0770207644360439,0.00199778894805748,-0.00245468494908597,0.0015441401932519,0.00217102120241766,-0.00333329467645244,-0.00340709205989729,-0.000392023814373697,0.0006752197967428,0.00098304239709068,-0.00370558359242567
-0.0909752901677476,-0.00224021498232407,-0.00137068107353834,-0.00288320344293906,0.00772692357519937,-0.00335320457262306,-0.00526106218888728,-0.00167434684690763,0.00401196788082836,-0.00355403410418695,-0.00104902409567553
-0.0507335530891742,0.00154983207720407,-0.00126093058749815,0.00613245018397433,-0.00325657152199394,-0.00224839734332149,0.0340584850318904,-0.00137232574230001,-0.00203250742508669,0.00127848694506927,-0.00226710811897935
-0.0485570473886614,0.000244909506100587,0.00077066247894083,0.0253698449231234,0.00148315319889808,-0.00406605528558029,-0.00286303381473692,0.000254766640657996,-0.00137524648088557,-0.00653452588362219,0.00255998096737281
-0.100484846121493,-0.0026199660782465,0.00461809017664212,-0.00232978662663633,-0.00414815812226234,-0.00448705823070249,-0.00514886334623193,0.00242105053105417,-0.00116493840710254,-0.00463013574045322,-0.00503280711179045
-0.0960081453074788,-0.00388789550588527,-0.00425123579806454,-0.00406116672867662,-0.00372349731226406,-0.00253355178365543,-0.00339040306101925,0.00438637194865087,0.00315953654980194,-0.00255182532668935,-0.00430612597247365
-0.0783011102348941,-0.00231581546063557,-0.00149093878844052,0.00544278916275298,-0.00129813659156708,-0.00417681594730875,-0.000731840984234005,-0.00383922602635846,0.00876808094122244,0.00561868170915875,-0.00492050301542424
0.0277004858345672,0.000197539260466282,-0.000456369270804415,-0.00182636482650249,-0.00356129273909593,0.00378459903938858,0.00686333658764234,0.0184398934369183,-0.00267481378879748,0.00559435345499673,0.0235133324158191
-0.000914418234075232,-0.000908655058045499,0.0130253746849426,-0.001915552424477,0.000226956429913103,0.014975679007485,0.00297030965899025,0.00117060412871418,2.54478708642538e-05,-0.00312523439363109,0.0180938088044209
-0.102204369491248,-0.000961213851334416,-1.22524413209134e-05,-0.000224505707412805,-0.00306732321148007,-0.00314650200895535,0.0105983890773607,-0.00242412583887932,-0.00473269699113581,-0.00838746275000732,0.00139939369387964
-0.0789646421465351,-0.00212589525473243,-0.0014745385451012,-0.000618364143405147,0.00399027807663032,0.00739629704818302,-0.00482179883395118,-0.00436116499836993,-0.00143319636676187,-0.00270133360856606,0.00912309565943104
-0.07601107165973,-0.00202722574742786,-0.00239759053514386,0.00386020140093887,-0.00502793269150292,-0.00234634308208768,0.00427790909322168,-0.00340201633738312,-0.00044138604151466,-0.00164296171124825,0.00820303268089627
-0.106679451972485,-0.00194643117067556,-0.00338442501895919,-0.000321749911903689,-0.0105400320698622,-0.00221625016980729,-0.00013663761101239,0.00291094012160221,-0.00371761712574283,0.000666364534240114,-0.0016571363970266
-0.0897262674338462,-0.00182691786534468,-0.000373079065097638,0.00469829826035531,-0.00072863079785574,0.00295729709759146,-0.000980095392412393,-0.00189429976801076,-0.000950794228764104,-0.00710683599596082,-0.00609287299453884
-0.0462047141790642,-0.000327712632467341,-0.000565706423083695,0.00139222217587009,-0.000233482810740017,0.00244415898196802,0.00115630739601495,0.000116181564132351,0.0131604719886594,0.000556452262828892,-0.00231535457907797
-0.0765863224893328,-0.0020674111018117,-0.00247869082897559,-0.00275454296616128,0.00344570285235609,0.00400026178167162,-0.00017000698253483,-0.00443254799307152,-0.00637870233080499,-0.00451907351817509,0.00239610134439796
-0.0691166829856638,0.00111361313527002,0.00237214579929035,0.0067768614787836,-0.0054333357735248,-0.0006837444497886,-0.00108083269229526,-0.00181402582894365,-0.00452910959068742,0.0122145236932905,-0.00510030600715534
-0.0876976179355529,0.0014824803377051,-0.000706552508374258,-0.000521436528170946,-0.00632477998558717,-0.00218213462140997,0.00420027940595953,-0.00202610339111378,-9.69172605756064e-05,-0.00680036248127781,-0.00165229264955042
-0.0972868574666292,-0.00241565928255312,-0.000429849226224528,-0.00238351612249591,-0.00193624957281173,-0.004483924373523,-0.000631496777301186,0.000381998281156503,0.00804185963992775,-0.0024092507110302,-0.00234459414031455
-0.100775000876139,-0.00201754943678224,0.000203948426843592,-0.00358856594776822,-0.00581218118511315,-0.00190324717711977,-0.000711727213780665,-0.00349695290998374,-0.00140547072832182,0.0128975166187332,-0.00494219394191656
-0.0864683341160579,0.00388038232048978,0.000582764915338148,-0.00222279762502091,-0.002483618217791,0.0143881662378169,0.000532178327672602,-0.00317840376403331,-0.000677499148646734,-0.0107881838929683,-0.00384754324906923
-0.0602247884568974,-0.00250905686180185,-0.00182349197242796,0.00516286880039651,-0.00242664835470351,0.0115793920455495,0.000552995310170313,0.0115703321717413,-0.00484718374797461,-0.000600073755848782,0.00422009445339221
-0.0859413194338754,-0.00568139230792938,-0.00140981067109828,-0.000911576151979467,-0.00268559391548295,-0.00294947698667021,-0.00554693677527234,-0.00274963796491608,-0.0046137354302082,0.0100104873139783,-0.00325869947622253
-0.0688852513248523,-0.00071434777331067,-0.000152462507353144,-0.0028057235066333,-0.00443422292170929,-0.00299080869156916,-0.000838193939858908,0.00168355688132709,-0.00237322487871456,0.0094906561298446,0.00693401718112869
-0.0784978165965229,-0.00245112551494648,2.63826857728655e-05,-0.00426669828696715,-0.00577390290548063,-0.00319467586856767,0.00122519166601079,0.000187574036665558,-0.00438333954284468,-0.00367381521062931,0.0189909015193417
-0.0896716007706901,0.0059395130358102,-0.00187518782833736,-0.00144497356623898,-0.00803640686613077,0.00285147024051252,-0.00261711855671532,-0.00438361398932856,-0.00801165147928654,-0.00343824764307254,0.00630965748950956
-0.0635487646272512,0.00151095938220523,0.00171584694500185,-0.0026222818749559,0.000923101175252143,0.0061919192480983,-0.00275378649989626,-0.00122020198573327,-0.00168048793550873,-0.00569693642750576,0.0102801177515818
-0.0770278782979879,-0.00196390737764765,-0.00192548323824911,0.000735815567118312,-0.0026089242948978,0.018237456590411,0.001178793220815,-0.00180124376356797,-0.00463057027258977,-0.00649734117081951,-0.0049144668249315
